,size
Mg1 Ag2 O4,1.0142857142857142
Ca1 W2 O4,0.9857142857142855
Ta1 O3,0.8125
Al1 V1 Fe1 Co1,1.3375
Y1 B4 Ru4,1.1555555555555554
Pm1 N1,1.25
Ba1 Mg1 Sn1,1.6999999999999997
Al3 B1 N4,0.8999999999999999
Li1 Mg3 P3 O11,0.8638888888888889
Rb5 Li6 B11 O22,0.9772727272727273
Mo1 W2 S6,1.1277777777777778
Na15 Re7 N19,1.1902439024390246
Ca4 V1 N4,1.238888888888889
Ba1 V2 N4,1.0642857142857143
Mg14 Mn1 Bi1 O16,1.05
Ba1 Mg30 Cd1 O32,1.0609374999999999
Ba1 Mg30 Bi1 O32,1.06171875
Mg2 Bi1,1.5333333333333332
Mg30 Cr1 Si1 O32,1.0421875
Zr1 Si1,1.3250000000000002
Nd1 Ge2 Au2,1.4100000000000001
Ce1 In1 Pt4,1.4666666666666668
Eu2 Cr2 O5,1.0555555555555554
Sr2 Ca6 Fe1 Co7 O24,1.00125
La7 Sm1 Mn7 Fe1 O24,1.0274999999999999
Zn1 Cd3 Se4,1.325
Sn1 Pb1 S2,1.3125
Hg1 Se1 O4,0.8416666666666666
Lu1 Si1 Ag1,1.4833333333333334
U1 Ga1 Fe1,1.4833333333333332
Eu1 Bi2 Pd2,1.5700000000000003
Sr2 Gd1 Ru1 O6,1.07
Li1 Si1 Au2,1.3125
Y1 Hg2 Au1,1.5375
Mg3 Zr1,1.5125
Mg1 Bi2,1.5666666666666667
Ba2 Bi1 Ir1 O6,1.085
Zr1 Mo2 O8,0.8409090909090908
Y2 Cd1 Ag1,1.6875
Li1 Ag1 Pb2,1.6625
Mg2 Cd1 Ir1,1.475
Mg1 Ag1 Au2,1.4500000000000002
Ga1 Ni1 Pt2,1.3375000000000001
Ca2 Ti1 O4,1.057142857142857
Sc2 Zn1 Rh1,1.475
V3 Ni2 P6 W1 O24,0.7916666666666665
Ca1 B2 H10 N2,0.4866666666666667
Nb1 Mo6 S8,1.21
Li6 P1 Br1 O5,1.0653846153846154
K2 Ag1 F4,1.1428571428571428
Sc2 Mn1 Ni1 O6,0.9550000000000001
Na1 Ti1 Si2 O6,0.9
Yb1 B2 Os1,1.1875
Y4 Ga12 Fe1,1.423529411764706
Rb2 Sc1 Hg1 F6,1.08
Cs1 Rb2 Al1 F6,1.155
Li2 Cu1 Ir1 F6,0.8600000000000001
K2 Cu1 Au1 Cl6,1.31
Cs2 Na1 In1 I6,1.695
Cs2 In1 Au1 Br6,1.5
Cs2 In1 Sb1 F6,1.12
Na5 Cu1 S1 O2,1.3944444444444444
Be1 Mo3,1.3499999999999999
Cd1 Ni1,1.4500000000000002
Hf1 Ga3,1.3625
Nd2 Te1 Mo6 H38 O43,0.5455555555555556
Na3 La5 Cl18,1.275
Na5 Ni2 P1 C4 O16,0.8964285714285714
Li4 Mn3 Fe2 Sn1 P6 O24,0.86625
Li4 Mn3 Fe3 O12,0.9727272727272727
Li2 Ti1 Cr3 O8,0.95
K1 Ti1 F4,0.9333333333333333
Fe6 O5 F7,0.8277777777777777
Al1 Rh1 O3,0.88
Ba3 Dy1,2.05
Ca1 Eu1 Cd2,1.6875
La2 Si2 O5,1.011111111111111
La3 Hg1,1.8375
Li2 Yb1 Tl1,1.6375000000000002
Mg17 Al11 In1,1.4068965517241379
Nb2 Cr1 Ru1,1.4
Sc2 Cd1 Os1,1.5125
Tb3 Tm1,1.75
Ti2 Mo1 Os1,1.3875
Yb1 F3,0.8125
Tm1 Mg5,1.5416666666666665
Y2 Mg1 Tl1,1.75
Tb1 Pu3,1.75
Nd5 Ge3 C1,1.5222222222222224
Zr5 Sn3 As1,1.4722222222222223
K1 Te1 P2,1.4
Dy2 Si4 Mo3,1.3611111111111112
Zr5 Te1 Pb3,1.6166666666666667
P1 Br3 O1,1.0099999999999998
Dy2 Sn1 S5,1.24375
Tb1 P1 S1,1.2499999999999998
Sm1 P1 S1,1.2833333333333332
Y10 Cd3 Pd1,1.717857142857143
Ba1 Tm1 Co4 O7,1.0384615384615385
Fe1 H12 C2 N2 Cl4,0.5285714285714285
Na1 Nb1 O3,1.01
Rb8 Th1 Mo6 O24,1.1205128205128205
Sm4 Ge3 S12,1.2184210526315788
Dy4 B4 O11 F2,0.8571428571428572
U1 Mo12 O60,0.7554794520547945
Mn8 Si8 Mo3,1.281578947368421
La4 In21 Pd10,1.5528571428571427
K2 Ce1 S3 O13,0.8973684210526316
Ca11 Sn3 C8,1.352272727272727
Be2 Ni1 H20 N2 O6 F8,0.44487179487179485
Bi1 W3 Br9,1.2307692307692308
Er11 In6 Si4,1.569047619047619
Na1 Sc3 P8 H14 O24,0.65
Ho3 Rh2,1.59
Sb2 Te3,1.42
Lu2 B6 Ru1,1.0999999999999999
Na6 Sn4 Ge5 O22,0.9743243243243244
Cs8 Ga11 Cl1,1.8050000000000002
Co3 Te2 O8,0.8961538461538463
P2 H12 N8 O3,0.48000000000000004
K2 Na2 Eu4 Ta2 O13,1.1347826086956523
Ca1 Si3,1.2750000000000001
Er7 Te2 Pd2,1.6227272727272726
K3 Bi2,1.9600000000000002
K1 Tl2 Ga1 F6,1.03
Sr2 Sm1 U1 O6,1.12
Fe1 Sn1 O3,0.9299999999999999
Dy1 H1 Se1,1.0499999999999998
Yb1 Mg1 Ag1,1.6166666666666667
Rb2 Co2 Mo3 O12,0.9973684210526316
Nb1 N1 Cl6,1.0125
Ni1 P1 N1 O10,0.6923076923076923
Li1 Pt3 O4,0.9875
La4 Cd1 Ir1,1.7833333333333332
K1 Ho2 Cl7,1.27
La6 Al1 Fe13,1.5574999999999999
K2 Fe1 I4,1.6285714285714286
Ho4 Mg1 Ge4,1.5
Ho2 Be2 Ge1 O7,0.9208333333333334
K4 Tm1 P8 H18 N8 O16,0.6881818181818182
Ge3 N1 O6,0.8
H1 Au1 C4 N4 O2,0.6833333333333332
Dy3 B7 Mo1,1.15
Ba1 Sm2 Co2 O6,1.1045454545454545
Al3 Si3 Ag4 I1 O12,0.9586956521739131
Zr1 Nb1 C2,1.1
Zr2 Cr1 Co3,1.4249999999999998
Yb1 Gd1 P2 O8,0.8624999999999998
Zr2 Co3 Mo1,1.4333333333333333
Yb1 Pr3 Co34,1.4000000000000001
Y1 Zr1 O3,1.0300000000000002
Y1 N1 O4,0.8083333333333333
Y2 U1 Se3,1.4666666666666666
Yb3 O2 F10,0.7633333333333334
Tm1 Mn6 In1 Sn5,1.4576923076923078
Ti6 Pt1 Au1,1.3874999999999997
Ti5 Fe4 Sb4,1.4153846153846155
Ta1 Be4 Mo1,1.1833333333333333
Ta3 Co2 Mo1,1.4166666666666667
Sr1 Nd1 Sc1 O4,1.1214285714285714
Sm2 Fe3 Ru1,1.5333333333333332
Sm6 Al3 Fe11,1.5125000000000002
Rb2 Zn3 Ge1 As4,1.46
Nb1 Ru3,1.3375000000000001
Nd1 Sc4 Si4,1.4055555555555557
Nb12 Tl1 Te16,1.4379310344827587
Na1 Nd9 Si6 O26,0.9678571428571429
Na1 U4 V3 O20,0.8875
Na1 Nb6 S8,1.2333333333333334
Mg1 Fe1 Si2 O6,0.87
Li1 Er1 Se2,1.375
Li1 V1 O2,1.0
Li1 Ce1 Mo2 O8,0.9166666666666665
K3 Nb8 O10 F4,1.048
Gd1 Zr3 F15,0.7342105263157894
Eu1 B1 O3,0.9
Eu2 Zn1 P3 Pt7,1.3461538461538463
Fe4 Si1 O9,0.8642857142857143
Er1 Cu1 Ge1,1.4499999999999997
Er5 Co19 P12,1.288888888888889
K7 Mo12 H31 Pt2 O59,0.7085585585585585
Cs2 Ge1 B4 O9,0.953125
Ca1 Tm1 Mn2 O6,0.995
Ce4 Ni3 Bi8,1.6166666666666667
Ca2 Mg1 Ag3,1.65
Ca3 Mn4 Bi1 O12,0.9900000000000001
Ce1 Nb3 O9,0.8923076923076924
Ca15 Ni1 Ir4 O24,1.0943181818181817
Ba8 Ca1 Y3 Cu12 O24,1.1458333333333333
Ba2 Eu1 Ta3 Ti2 O15,0.9695652173913043
Ba5 Nb1 Ir4 O15,1.064
Ag1 Pt1,1.475
Al2 H18 S1 O15,0.4722222222222222
Co1 C2 N2,0.81
Fe3 Si1 N4,0.9874999999999998
Te3 W4 N2,1.211111111111111
K1 Mg1 N1,1.4500000000000002
Sr1 Zn2 N2,1.2000000000000002
Rh2 C3 N6,0.790909090909091
Sr1 Pb2 N2,1.3800000000000001
Sn1 Pb1 N2,1.1375
Mn3 Pb3 N5,1.1681818181818182
Mg2 Ti1 Mo3 S8,1.1964285714285714
Sr1 Ca7 Ti3 Mn5 O23,1.0153846153846153
Lu5 Si3 B1,1.4333333333333336
Zr1 Pd1,1.475
Na1 Ge1 Au3,1.4200000000000002
Ho1 Pb3,1.7875
Hf1 Si1 Se1,1.2666666666666666
Sm2 Se1 O2,1.21
Rb7 Na1 Ge8,1.765625
Hf1 P2 S6,1.0611111111111111
Fe2 O3,0.9199999999999999
Nd2 Au5 F21,0.7482142857142857
Sm1 Fe5,1.475
Li1 Ho1 Se2,1.375
Sr1 Cu1 P1,1.45
Al9 Co2,1.268181818181818
Th2 S5,1.2285714285714286
Na2 Be1 B2 O5,0.935
Be2 Mo1,1.1833333333333331
K5 Sn1 As3,1.7666666666666666
Sr3 Y1 B3 O9,0.984375
Ba4 Tb2 Cd3 S10,1.4078947368421053
Zr5 Ge3,1.4375
Sr3 Sn5,1.65625
Sr3 Sc1 Rh1 O6,1.1409090909090909
Na1 V6 O11,0.9166666666666667
Ba1 Er2 Co1 O5,1.1111111111111112
Li1 Cr1 O2,1.0125
Ca2 Mn3 O8,0.9692307692307693
Ca2 Mn1 Al1 O5,1.0277777777777777
V1 Fe1 O4,0.8583333333333333
Tb1 V1 O4,0.9166666666666665
Sm1 V1 O4,0.9333333333333333
Ca1 V3 O7,0.9136363636363636
Nb1 Rh1,1.4
Ni1 As1 Rh1,1.2833333333333332
Yb3 In1 C1,1.5
Ce1 Al1 Pt1,1.4833333333333332
Zr1 Si1 Te1,1.3499999999999999
Hf2 Cu1 Sb3,1.4666666666666666
Nb1 Cr1 P1,1.2833333333333332
Ce3 Pb1 C1,1.61
Mn1 Co1 Ge1,1.3333333333333333
Cs2 Na1 Mn1 C6 N6,1.03125
Pr1 Sn1 Pd1,1.5666666666666667
Ba2 Pb1,2.033333333333333
Na1 Eu1 Ti1 O4,1.064285714285714
Fe2 Te1 O6,0.8666666666666665
U2 Si5 Tc3,1.3050000000000002
Pd17 Se15,1.2828125
Ho1 Si3 Rh5,1.3111111111111113
Ti1 Ni1 Sn1,1.4
Sr1 Cl1 F1,1.1666666666666667
V1 Cl1 O1,0.9833333333333333
Co1 Cl2,1.1166666666666667
Sb1 I3,1.4124999999999999
Na1 Br1 O3,0.9500000000000001
Na2 Li2 Fe1 O4,1.1444444444444444
Li2 Mn1 P1 O4 F1,0.911111111111111
Li3 Mo3 P4 O16,0.8576923076923078
V1 P4 O12,0.7382352941176471
Na2 Co1 Cl4,1.2785714285714285
Li2 Th1 N2,1.2
Ca3 Si1 O5,1.0555555555555556
Nd1 Br3,1.325
Li8 Nb2 O9,1.0473684210526315
Re1 Bi3 O8,0.9125000000000001
K1 Tc1 Cl3,1.31
Os2 C7 O7,0.73125
Ca1 B2 Rh3,1.2583333333333333
Bi1 Te1 Pd1,1.4666666666666666
Hg3 Te1 Br4,1.3125
V1 Hg1 O3,0.93
Ga2 Cu1 Cl8,1.0863636363636364
Zn3 Mo2 O9,0.8821428571428571
Cs3 Bi1 O3,1.6
As1 Cl5,1.025
Tb1 Ag2,1.65
Tl2 Au1,1.7166666666666666
Dy1 Zn5,1.416666666666667
Ga4 Ni3,1.3214285714285716
Li5 Sn2,1.4500000000000002
Cd2 Te2 O7,0.9181818181818182
U1 B2 O6,0.7833333333333332
Si19 Te8,1.1888888888888889
Sc1 Si3 Ni1,1.25
H18 S1 O12,0.4096774193548387
W1 Br4 O1,1.0916666666666666
Mn2 Tc1 O4,0.9357142857142857
Na1 As1 Se2,1.3125
Nd1 Sb12 Os4,1.4382352941176473
Mn1 Al1 Cu2,1.3375
Cu3 P1,1.2625000000000002
Al1 Cu1 O2,0.95
Li1 Mg1 N1,1.2
Ca2 B2 O5,0.922222222222222
Li1 Ni2 P4 H3 O14,0.7208333333333334
Ir1 N2,0.8833333333333333
La2 Ti2 O7,0.990909090909091
Tl1 N1 O2,0.9375
Cu2 Ge1 Se3,1.2333333333333334
Nd1 Co2 Ge2,1.4100000000000001
Sb2 Pb2 S5,1.2777777777777777
Ca1 H12 C1 O9,0.4739130434782609
Cd1 Fe2 O4,0.9642857142857142
Er1 Co2,1.4833333333333334
Li1 Ga2 Ir1,1.35
K2 Th1 P3 Se9,1.3033333333333332
Gd1 Ni1,1.5750000000000002
Ba1 Nd1 Mn2 O5,1.0888888888888888
V1 O2,0.85
Ba2 Ta1 Bi1 O6,1.095
Ba1 Zn1 As2 O7,0.9090909090909092
Te2 Mo1 Cl4 O1,1.10625
Sb1 S4 N4 Cl5,0.9321428571428572
Ca2 P2 H8 O11,0.6173913043478261
Ba3 Mo2 P4 O18,0.8944444444444444
La3 B1 W1 O9,0.9607142857142856
Rb2 Cr2 O7,1.0636363636363637
Ca3 Mn2 Si4 O14,0.9130434782608695
As1 C2 S2 O3 F9,0.638235294117647
Sr1 Mn2 P2,1.3599999999999999
Rb1 C2 S2 N1 O4 F4,0.7714285714285714
Sr1 Ta2 Bi2 O9,0.9642857142857142
H5 C1 S1 N2 Cl1,0.525
In2 Ag2 Ge1 S6,1.231818181818182
K1 Zn4 P3 O12,0.89
Zn2 B2 Pb1 O6,0.8909090909090909
La1 Mo2 O5,0.98125
Mg1 H8 C4 N6 O4,0.5478260869565217
La1 Si2 Os2,1.35
Ba19 Na29 Li13,1.8344262295081968
La1 Nd1 I4,1.5666666666666664
Pr1 B1 C1,1.1333333333333333
Mg30 Al24 Ag19,1.4438356164383563
Cs11 Rb7 O3,2.230952380952381
Zr4 Cu1 P1,1.425
Bi12 Pt1 Cl12,1.302
Eu1 Co8 P5,1.2607142857142857
Ce1 Mn1 Ni4,1.4416666666666667
Cs1 Sn1 Se3,1.5
Zn1 In2 S4,1.207142857142857
Mg1 Ta1 Zn1,1.4333333333333333
In2 Si1 Ag2 Se6,1.3
Pr5 Ni1 Pb3,1.7777777777777777
Na2 Mg1 Si1 O4,1.075
K1 H1 C1 O2,0.87
Cr1 C5 S1 O7,0.7214285714285713
K2 Rb2 Re6 S13,1.3130434782608695
W2 C7 Br4 O7,0.82
K3 Ti1 Cl6,1.4
Nb1 Te1 Cl9,1.0772727272727272
H12 C4 S3 N6 Cl4,0.5758620689655172
Sr1 La9 Mg1 Ga9 O29,1.023469387755102
Cs4 Ru2 Cl10 O1,1.3882352941176472
Ho1 B3 O6,0.79
Ca6 La4 Ti5 Cr5 O30,1.012
Na1 Mg3 Si4 O11 F1,0.89
B5 H9,0.4642857142857143
K1 H2 I3 O1,1.0714285714285714
Ba2 H6 Os1,0.7888888888888888
Yb3 H8,0.6590909090909091
Sr6 Co4 Bi2 O15,1.096296296296296
Fe15 O16,0.9870967741935484
Sr3 La7 Mn7 Fe3 O30,1.033
Mg16 Si8 H1 O32,0.9166666666666667
K6 Zr3 H8 O12 F12,0.8060975609756097
Sb2 H30 C9 N3 Cl9,0.5216981132075471
Cs3 Mg3 In1 P12 O36,0.8627272727272727
Nb5 N6,1.0136363636363637
Pr1 H1 Se2 O6,0.8
H12 Os1 C4 N1 O3 F3,0.4604166666666667
Na1 Sb1 O3,1.01
Co3 O2 F4,0.8055555555555556
Li1 P2 W1 O7,0.8181818181818181
Li2 Ti3 V3 O12,0.9175
Li1 Ti1 Si1 O4,0.907142857142857
Li2 Nd1 P1 C1 O7,0.8875
V6 O11 F1,0.8444444444444444
Sr1 Ca1 I4,1.5666666666666664
Mn4 O7 F1,0.8583333333333333
Ho2 Pt2 O7,0.9454545454545455
Y1 H1 O2,0.8125
Cr3 Co5 O16,0.85625
Lu3 Al1 O6,1.01
Li1 V2 P5 O15,0.7891304347826087
Li2 Ti3 Ni1 P6 O24,0.8013888888888888
V3 Zn7 H3 S1 O19,0.8075757575757576
Li4 Mn2 Co3 Cu3 O16,0.9392857142857143
Li1 Fe3 O1 F5,0.875
Sb1 As1 Au1 F9,0.7041666666666666
Li4 Mn2 V5 O12,0.9804347826086957
Na1 V1 P1 O5,0.89375
Li10 V3 Cr5 O16,1.0338235294117646
K2 Ag1 Sb1,1.8625
Li2 Ag1 F5,0.875
Mn11 Cu7 O24,0.9345238095238095
Li6 Mn1 Ni3 P6 O24,0.86375
Rb1 Al11 O17,0.9068965517241379
Li5 Mn2 Fe1 B4 O12,0.91875
Sn1 P2 O6,0.7833333333333332
Li2 V1 Si6 O15,0.8270833333333334
Li2 Mn1 Fe2 P3 O12,0.865
Li4 Cr3 Ga1 O8,1.00625
Ba2 Ta2 O7,1.0363636363636364
Li2 Hf2 O5,1.0
Na6 Co2 P1 C4 O16,0.9275862068965517
Li3 Zn2 Fe19 O32,0.9437499999999999
Rb2 S2 O7,0.990909090909091
Cr1 P2 O6,0.7777777777777777
Ta2 W1 O8,0.8227272727272728
Re2 H6 Pb1 C1 N2 O10,0.6363636363636362
Li2 Mn2 Fe1 P3 O12,0.865
V1 O1 F3,0.69
Mn3 Fe2 Sn1 P6 O24,0.8013888888888888
Na3 Sb1 P2 O8,0.9749999999999999
Zn2 As2 O7,0.8363636363636364
Li5 Mn8 B8 O24,0.8811111111111112
Na1 Cr6 O11,0.9333333333333333
Na2 Cr4 O13,0.894736842105263
Li6 Mn3 P4 O16,0.9137931034482758
Li2 Mn2 P2 H12 O15,0.5969696969696969
Fe2 S1,1.2666666666666666
Ir1 Ru3,1.3125
Li1 Er2 Ru1,1.5625
Li1 Hf2 Os1,1.4625
Pr3 Co1,1.725
Be2 Ir1 Pd1,1.2125
Li1 Pr1 Hg2,1.575
K3 Dy1 As2 S8,1.332142857142857
Li3 Co1 O3,1.0714285714285712
Cs5 Tl11 Cd2,2.055555555555556
Nd1 Sm1 Hg2,1.675
Li3 Sm1,1.5499999999999998
Nd1 Ho3,1.775
Yb1 Pr1 Pd2,1.6
Dy1 Ho1 In2,1.65
Ta1 F5,0.6583333333333333
Y2 Cu3 W6 O24,0.8614285714285714
Y1 Ag1 O3,1.04
Cr3 N4,0.9714285714285714
Nd1 Tl1 Zn1,1.7
Li8 P1 O3,1.1999999999999997
Re1 Ge2,1.2833333333333332
Ho2 Fe2 Si2 C1,1.3142857142857143
Te6 Mo1 W3 S2,1.325
Ca1 B2 C2,0.98
Na1 Mg30 C1 O32,1.0421875
Li1 La1 Mg30 O32,1.05625
Lu3 Tl1 C1,1.57
Pb1 Se1,1.475
Ce1 Si2 Ir2,1.35
Tm2 Al1 Ni2,1.4900000000000002
U2 Ti1 H3,0.9416666666666665
Ba4 Sr4 Co3 Cu5 O24,1.045
Th1 Si1 Se1,1.35
Gd1 Mn2,1.5333333333333332
Cr1 Te4 Rh2,1.3857142857142857
Cr1 Rh2 Se4,1.2428571428571429
U1 Ga5 Fe1,1.3785714285714286
Ce1 Si2 Ir1,1.35
Mg3 Zn1,1.4625
Np1 Se3,1.2999999999999998
Ce2 Ni5 B4,1.259090909090909
Zr1 Ge1 Pt1,1.3833333333333333
Y2 Zn1 Cd1,1.625
Zr2 Ga1 Cu1,1.4375
Ca1 Pb1 Au2,1.5750000000000002
Be2 Os1 Au1,1.1875
Hf2 Nb1 Ir1,1.475
Nb2 V1 W1,1.4
Ta2 Re1 Ni1,1.4
Sc2 In1 Au1,1.525
Al2 Fe1 Tc1,1.3125
Mn2 Al1 Mo1,1.375
Hf2 Tc1 Pd1,1.4625
Y2 Ag1 Os1,1.625
K5 Na3 Ta6 Nb2 O24,1.06
Sc1 Bi1 O3,1.0
Na1 Li9 Fe10 Si20 O60,0.8684999999999999
Y1 Si1 Ir1,1.4166666666666667
Dy1 As1 Se1,1.3499999999999999
Nd1 Mo6 S8,1.2366666666666666
Rb1 Co1 Cl3 O2,1.1285714285714286
Lu1 Ge1 Pd1,1.4666666666666666
K3 Co1 F6,1.095
Cs3 Tl1 I6,1.81
K2 Sr1 Cl4,1.4857142857142858
Na1 Ca2 Si1 O4 F1,1.0444444444444445
Li5 Mn1 Co2 O8,1.0093750000000001
Li4 Mn2 Fe1 Ni3 P6 O24,0.86125
P1 H24 W12 C6 N3 O40,0.6203488372093025
K2 Zn1 H12 S2 O14,0.6177419354838709
Ca5 P3 O12,0.96
Ba1 Al2 O6,0.9166666666666665
Ac3 Ti1,1.8125
Ba1 Pt1 O3,1.06
Cd1 Hg2 Se1 O6,0.93
Ga1 Hg3,1.45
Cu1 Ge3,1.275
Eu3 Zr1,1.7750000000000001
Ho2 Ru1 Pt1,1.5375
Mg16 Al12 Ga1,1.389655172413793
Mg17 Al11 Si1,1.3913793103448275
Nd1 Eu1 Ag2,1.725
Pm2 Mg1,1.7333333333333334
Sc3 Os1,1.5250000000000001
Sn3 Mo1,1.45
Th3 Pb1,1.8
Ti1 Te1 O3,0.9199999999999999
Yb1 Y1 Pt2,1.5625
Tb6 Ni1 Br10,1.3735294117647059
Eu3 Fe1 O6,1.0550000000000002
Eu2 Co1 Te2 S2 O14,0.8690476190476191
Ba1 Er2 S4,1.3785714285714286
Ir3 N10 Cl10,0.8934782608695653
Ba1 Br2 O11,0.7892857142857143
Rb1 Te1 O1 F4,0.9071428571428571
Hf9 P1 W4,1.4535714285714287
Bi1 W2 Cl8 O2,1.0384615384615385
Hf9 Mo4 S1,1.4821428571428572
K1 Mg1 Fe1 P2 O8,0.9153846153846155
K5 Mo4 O14 F1,1.0708333333333333
Na4 Ga4 Si19,1.2333333333333334
K9 Li3 Nd3 B7 O21,1.122093023255814
S1 O6,0.657142857142857
Na2 Mg1 S2 O12,0.8411764705882352
Cs1 V1 P1 O5,0.99375
Zn3 P2 O12,0.7794117647058825
Cs1 Mo1 N3 O11,0.7875
Gd4 Mo4 O11,1.031578947368421
Bi2 Pb6 S9,1.3529411764705883
Ca5 V3 Cl1 O12,1.0119047619047619
Mg1 P6 H24 N4 O22,0.5140350877192982
Mn1 Bi1 O3,0.9600000000000001
H6 C1 N2 O2,0.42727272727272725
Na3 Co1 C2 Cl1 O6,0.9807692307692307
K4 Ag18 Te11,1.606060606060606
B2 H26 C8 N20 Cl2 O1,0.4983050847457627
Dy1 Sb1 Pd1,1.533333333333333
U2 Co1 As2 O20,0.766
Rb2 U3 P6 O25,0.8597222222222222
Cd12 Ge17 B8 O58,0.8573684210526316
Cs1 Bi1,2.1
Sr2 U1 In1 O6,1.09
Er1 Al1 Si1,1.3666666666666667
K1 Co2 P2,1.3800000000000001
Zr1 S2 N1,1.05
La2 Ag1 As3,1.4916666666666665
Ti1 Ag1 P1 O5,0.875
Rb2 Mn2 Be3 F12,0.8763157894736842
Nb3 Pb2 O8 F4,0.8676470588235294
Na1 La1 Ag1 Te4,1.564285714285714
Li2 Mn1 Ge1 O4,0.9937499999999999
Cs1 Tb1 Mo2 O8,1.0041666666666667
H5 Pb1 C2 S1 I1 N6,0.671875
Dy2 Cu1 W4 O16,0.8630434782608696
Eu2 W1 O6,0.961111111111111
C7 Cl8,0.86
Ba3 Pr1 Ir2 O9,1.0933333333333333
C10 S1 Cl12 O3,0.8384615384615385
Al1 Co2 Ni1,1.3250000000000002
Ba3 Li1 In11,1.6633333333333333
Zr1 Ti1 N2,1.0625
Yb1 Zn1 Cu1 As2,1.35
Y1 Sb1 Pd1,1.5499999999999998
U1 Al1 Co1,1.45
U1 Co10 Si2,1.3423076923076924
Ti3 V1 S6,1.1549999999999998
Ti3 Fe1 S6,1.16
Sr1 Nd2 Be1 O5,1.0833333333333333
Sr1 La3 Mn1 Cu1 O8,1.0999999999999999
Sr1 Ca4 Al10 Si10 O50,0.836
Sr6 Fe2 Ru2 O11,1.1428571428571428
Sb1 Xe1 O2 F7,0.6955165289256198
Pr5 Si1 Ge2,1.60625
Nd2 Ga3 Cu1,1.4916666666666667
Nb3 Pd1,1.4375
Na1 Li1 Cd1 S2,1.36
Na4 Sr2 Si1 As4,1.5363636363636364
Mo1 Pd4,1.41
Mn1 Ge1 Te2,1.3624999999999998
Mn3 Si1 W2,1.3333333333333333
Lu1 Fe1 Cu1,1.4999999999999998
Lu1 Zr3 F15,0.7315789473684211
La1 Ce1 Ru4,1.5
La1 Nd1 Mn2 O6,1.02
La1 Gd3 Br4 O4,1.1958333333333333
Li9 Nd2 P5 S20,1.1597222222222223
La4 Co3 Re1 O12,1.02
In3 Ga1 N4,1.06875
K2 Nb1 V1 P2 O10,0.9500000000000001
Fe2 As1 P1,1.2374999999999998
Gd1 Y1 Cu4,1.5
Fe4 Ni4 Pd1 S8,1.2000000000000002
Ho20 In40 Rh19,1.5525316455696203
Dy2 Ga3 Cu1,1.4583333333333335
Cu1 P1 S2,1.0875
Cr8 Co1 Cu3 Se16,1.25
Co1 H15 Br2 N6 O2,0.4807692307692308
Ca1 Bi1 N1 O5,0.8812500000000001
Ba1 Ti1 Mn1 Bi1 O6,1.0150000000000001
Ca4 Al6 Cr1 O16,0.9518518518518518
Ba1 Ga2 Ge1 S6,1.2
Ba2 Ca3 Al9,1.4964285714285714
Ba5 Co4 Pt1 Cl1 O13,1.0958333333333332
Cs1 Nd2 Ti2 Nb1 O10,1.034375
Sr3 Sc2 N4,1.311111111111111
Na1 Ca1 La1 F6,0.95
Co2 Ag1 N3,1.0416666666666667
Co2 Cu1 N2,1.07
K1 Sr1 N1,1.6166666666666667
Ca5 Ti2 N6,1.2076923076923078
Sr3 Ca5 Mn8 O20,1.061111111111111
Cs1 Al1 H24 S2 O20,0.49687499999999996
Rb1 B1 C4 N4,0.86
Na1 Zr2 Pd1 F11,0.7866666666666666
Ba1 Nd2 Zn1 S5,1.3555555555555556
Ba1 Lu1 Co4 O7,1.0384615384615385
Ho2 Si1 O5,0.95
La2 Ge5 Rh3,1.4200000000000002
Y1 Cr1 O4,0.9333333333333333
Ba2 U1 Ni1 O6,1.1
Fe1 Rh1,1.375
Ba1 Cr1 O3,1.0699999999999998
Ge1 Pt2,1.3166666666666667
Pr1 Ni2,1.5166666666666666
Cr2 Ga1 C1,1.2
Na1 Pt3 O4,1.03125
Sc1 In3,1.5625
Cu3 Te1 O6,0.905
K1 In4,1.6800000000000002
Ca2 N1 Cl1,1.3125
Ca2 Cu1 Cl2 O2,1.1642857142857141
Li1 H1,0.85
Rb2 Zn1 H12 Se2 O14,0.6370967741935483
Ca1 H2,0.7666666666666666
K2 Mg1 Cr2 H4 O10,0.8263157894736842
Mo3 P4 O16,0.7804347826086957
Re1 Bi1 O4,0.8916666666666666
Mo9 O26,0.8185714285714285
U1 Bi2 O6,0.95
Cs2 Hf1 I6,1.6833333333333331
Sn2 O1 F5,0.75
Zr1 Ti1 As1,1.3666666666666665
Ti2 Co1,1.3833333333333333
Ba2 Sn1 Se5,1.4375
Na8 Sn1 Sb4,1.6653846153846155
Ag2 O1,1.2666666666666666
Ba2 Zr1 S4,1.407142857142857
K1 Rb2 Zr1 O1 F5,1.155
Ce2 Fe14 B1,1.4205882352941177
Mn1 Sn1 Rh2,1.3875
Cs2 Pd1 F6,1.0666666666666667
Fe1 Sn1 H12 O6 F6,0.4788461538461539
Al2 Co1 O4,0.8928571428571428
Al2 Cu1 O4,0.8928571428571428
Ho1 H18 C3 S3 O18 F9,0.5125
Rb3 In1 P2,1.7666666666666666
Pr5 Co19 B6,1.3333333333333333
Ho2 Te4 O11,0.9235294117647059
Ce2 Si1 Se1 O4,1.0437500000000002
Tb1 Bi2 Cl1 O4,1.04375
K4 C1 O4,1.3222222222222222
Rb5 B19 O31,0.8454545454545455
Sn1 H22 Cl6 O10,0.48589743589743595
